widx,word,nseg,nsyll,nstress,pos,dep,m1a,m1b,m2a,m2b,mmean,sidx,sent,ambig1,ambig2
1,Called,4.0,1.0,1.0,VBN,csubj,4.0,4.0,4.0,4.0,-3.0,1,"Called from a retirement which I had supposed was to continue for the residue of my life to fill the chief executive office of this great and free nation , I appear before you , fellow-citizens , to take the oaths which the Constitution prescribes as a necessary qualification for the performance of its duties ;",15,14
2,from,4.0,1.0,1.0,IN,case,5.0,5.0,4.0,5.0,-3.75,1,"Called from a retirement which I had supposed was to continue for the residue of my life to fill the chief executive office of this great and free nation , I appear before you , fellow-citizens , to take the oaths which the Constitution prescribes as a necessary qualification for the performance of its duties ;",15,14
3,a,1.0,1.0,0.0,DT,det,6.0,6.0,6.0,6.0,-5.0,1,"Called from a retirement which I had supposed was to continue for the residue of my life to fill the chief executive office of this great and free nation , I appear before you , fellow-citizens , to take the oaths which the Constitution prescribes as a necessary qualification for the performance of its duties ;",15,14
4,retirement,9.0,4.0,1.0,NN,nmod:from,4.0,4.0,4.0,4.0,-3.0,1,"Called from a retirement which I had supposed was to continue for the residue of my life to fill the chief executive office of this great and free nation , I appear before you , fellow-citizens , to take the oaths which the Constitution prescribes as a necessary qualification for the performance of its duties ;",15,14
5,which,3.0,1.0,1.0,WDT,ref,6.0,6.0,4.0,6.0,-4.5,1,"Called from a retirement which I had supposed was to continue for the residue of my life to fill the chief executive office of this great and free nation , I appear before you , fellow-citizens , to take the oaths which the Constitution prescribes as a necessary qualification for the performance of its duties ;",15,14
6,I,1.0,1.0,1.0,PRP,nsubj,6.0,6.0,4.0,6.0,-4.5,1,"Called from a retirement which I had supposed was to continue for the residue of my life to fill the chief executive office of this great and free nation , I appear before you , fellow-citizens , to take the oaths which the Constitution prescribes as a necessary qualification for the performance of its duties ;",15,14
7,had,3.0,1.0,1.0,VBD,aux,5.0,5.0,4.0,5.0,-3.75,1,"Called from a retirement which I had supposed was to continue for the residue of my life to fill the chief executive office of this great and free nation , I appear before you , fellow-citizens , to take the oaths which the Constitution prescribes as a necessary qualification for the performance of its duties ;",15,14
8,supposed,6.0,2.0,1.0,VBN,acl:relcl,3.0,3.0,3.0,3.0,-2.0,1,"Called from a retirement which I had supposed was to continue for the residue of my life to fill the chief executive office of this great and free nation , I appear before you , fellow-citizens , to take the oaths which the Constitution prescribes as a necessary qualification for the performance of its duties ;",15,14
9,was,3.0,1.0,1.0,VBD,ccomp,3.0,3.0,3.0,3.0,-2.0,1,"Called from a retirement which I had supposed was to continue for the residue of my life to fill the chief executive office of this great and free nation , I appear before you , fellow-citizens , to take the oaths which the Constitution prescribes as a necessary qualification for the performance of its duties ;",15,14
10,to,2.0,1.0,1.0,TO,mark,4.0,4.0,4.0,4.0,-3.0,1,"Called from a retirement which I had supposed was to continue for the residue of my life to fill the chief executive office of this great and free nation , I appear before you , fellow-citizens , to take the oaths which the Constitution prescribes as a necessary qualification for the performance of its duties ;",15,14
