widx,word,nseg,nsyll,nstress,pos,dep,m1a,m1b,m2a,m2b,mmean,sidx,sent,ambig1,ambig2
1,FELLOW-COUNTRYMEN,,,,NNP,root,1.0,1.0,1.0,1.0,0.0,1,FELLOW-COUNTRYMEN :,0,0
2,:,,,,:,,,,,,,1,FELLOW-COUNTRYMEN :,0,0
1,At,2.0,1.0,1.0,IN,case,4.0,4.0,3.0,4.0,-2.75,2,At this second appearing to take the oath of the Presidential office there is less occasion for an extended address than there was at the first .,6,6
2,this,3.0,1.0,1.0,DT,det,5.0,5.0,4.0,5.0,-3.75,2,At this second appearing to take the oath of the Presidential office there is less occasion for an extended address than there was at the first .,6,6
3,second,6.0,2.0,1.0,NN,nmod:at,3.0,3.0,3.0,3.0,-2.0,2,At this second appearing to take the oath of the Presidential office there is less occasion for an extended address than there was at the first .,6,6
4,appearing,6.0,3.0,1.0,VBG,acl,3.0,3.0,3.0,3.0,-2.0,2,At this second appearing to take the oath of the Presidential office there is less occasion for an extended address than there was at the first .,6,6
5,to,2.0,1.0,1.0,TO,mark,4.0,4.0,4.0,4.0,-3.0,2,At this second appearing to take the oath of the Presidential office there is less occasion for an extended address than there was at the first .,6,6
6,take,3.0,1.0,1.0,VB,xcomp,3.0,3.0,3.0,3.0,-2.0,2,At this second appearing to take the oath of the Presidential office there is less occasion for an extended address than there was at the first .,6,6
7,the,2.0,1.0,0.0,DT,det,5.0,5.0,5.0,5.0,-4.0,2,At this second appearing to take the oath of the Presidential office there is less occasion for an extended address than there was at the first .,6,6
8,oath,2.0,1.0,1.0,NN,dobj,3.0,3.0,3.0,3.0,-2.0,2,At this second appearing to take the oath of the Presidential office there is less occasion for an extended address than there was at the first .,6,6
9,of,2.0,1.0,1.0,IN,case,4.0,4.0,3.0,4.0,-2.75,2,At this second appearing to take the oath of the Presidential office there is less occasion for an extended address than there was at the first .,6,6
10,the,2.0,1.0,0.0,DT,det,4.0,4.0,4.0,4.0,-3.0,2,At this second appearing to take the oath of the Presidential office there is less occasion for an extended address than there was at the first .,6,6
11,Presidential,11.0,4.0,2.0,NNP,compound,2.0,2.0,2.0,2.0,-1.0,2,At this second appearing to take the oath of the Presidential office there is less occasion for an extended address than there was at the first .,6,6
