widx,word,nseg,nsyll,nstress,pos,dep,m1a,m1b,m2a,m2b,mmean,sidx,sent,ambig1,ambig2
1,PROCEEDING,8.0,3.0,1.0,NNP,nsubj,5.0,5.0,5.0,5.0,-4.0,1,"PROCEEDING , fellow-citizens , to that qualification which the Constitution requires before my entrance on the charge again conferred on me , it is my duty to express the deep sense I entertain of this new proof of confidence from my fellow-citizens at large , and the zeal with which it inspires me so to conduct myself as may best satisfy their just expectations .",18,16
2,",",,,,",",,,,,,,1,"PROCEEDING , fellow-citizens , to that qualification which the Constitution requires before my entrance on the charge again conferred on me , it is my duty to express the deep sense I entertain of this new proof of confidence from my fellow-citizens at large , and the zeal with which it inspires me so to conduct myself as may best satisfy their just expectations .",18,16
3,fellow-citizens,,,,NNS,appos,4.0,4.0,4.0,4.0,-3.0,1,"PROCEEDING , fellow-citizens , to that qualification which the Constitution requires before my entrance on the charge again conferred on me , it is my duty to express the deep sense I entertain of this new proof of confidence from my fellow-citizens at large , and the zeal with which it inspires me so to conduct myself as may best satisfy their just expectations .",18,16
4,",",,,,",",,,,,,,1,"PROCEEDING , fellow-citizens , to that qualification which the Constitution requires before my entrance on the charge again conferred on me , it is my duty to express the deep sense I entertain of this new proof of confidence from my fellow-citizens at large , and the zeal with which it inspires me so to conduct myself as may best satisfy their just expectations .",18,16
5,to,2.0,1.0,1.0,TO,case,5.0,5.0,5.0,5.0,-4.0,1,"PROCEEDING , fellow-citizens , to that qualification which the Constitution requires before my entrance on the charge again conferred on me , it is my duty to express the deep sense I entertain of this new proof of confidence from my fellow-citizens at large , and the zeal with which it inspires me so to conduct myself as may best satisfy their just expectations .",18,16
6,that,3.0,1.0,1.0,DT,det,6.0,6.0,5.0,6.0,-4.75,1,"PROCEEDING , fellow-citizens , to that qualification which the Constitution requires before my entrance on the charge again conferred on me , it is my duty to express the deep sense I entertain of this new proof of confidence from my fellow-citizens at large , and the zeal with which it inspires me so to conduct myself as may best satisfy their just expectations .",18,16
7,qualification,12.0,5.0,2.0,NN,nmod:to,4.0,4.0,4.0,4.0,-3.0,1,"PROCEEDING , fellow-citizens , to that qualification which the Constitution requires before my entrance on the charge again conferred on me , it is my duty to express the deep sense I entertain of this new proof of confidence from my fellow-citizens at large , and the zeal with which it inspires me so to conduct myself as may best satisfy their just expectations .",18,16
8,which,3.0,1.0,1.0,WDT,ref,6.0,6.0,4.0,6.0,-4.5,1,"PROCEEDING , fellow-citizens , to that qualification which the Constitution requires before my entrance on the charge again conferred on me , it is my duty to express the deep sense I entertain of this new proof of confidence from my fellow-citizens at large , and the zeal with which it inspires me so to conduct myself as may best satisfy their just expectations .",18,16
9,the,2.0,1.0,0.0,DT,det,6.0,6.0,6.0,6.0,-5.0,1,"PROCEEDING , fellow-citizens , to that qualification which the Constitution requires before my entrance on the charge again conferred on me , it is my duty to express the deep sense I entertain of this new proof of confidence from my fellow-citizens at large , and the zeal with which it inspires me so to conduct myself as may best satisfy their just expectations .",18,16
10,Constitution,11.0,4.0,2.0,NNP,nsubj,4.0,4.0,4.0,4.0,-3.0,1,"PROCEEDING , fellow-citizens , to that qualification which the Constitution requires before my entrance on the charge again conferred on me , it is my duty to express the deep sense I entertain of this new proof of confidence from my fellow-citizens at large , and the zeal with which it inspires me so to conduct myself as may best satisfy their just expectations .",18,16
11,requires,7.0,3.0,1.0,VBZ,acl:relcl,4.0,4.0,4.0,4.0,-3.0,1,"PROCEEDING , fellow-citizens , to that qualification which the Constitution requires before my entrance on the charge again conferred on me , it is my duty to express the deep sense I entertain of this new proof of confidence from my fellow-citizens at large , and the zeal with which it inspires me so to conduct myself as may best satisfy their just expectations .",18,16
12,before,5.0,2.0,1.0,IN,case,5.0,5.0,5.0,5.0,-4.0,1,"PROCEEDING , fellow-citizens , to that qualification which the Constitution requires before my entrance on the charge again conferred on me , it is my duty to express the deep sense I entertain of this new proof of confidence from my fellow-citizens at large , and the zeal with which it inspires me so to conduct myself as may best satisfy their just expectations .",18,16
13,my,2.0,1.0,1.0,PRP$,nmod:poss,6.0,6.0,6.0,6.0,-5.0,1,"PROCEEDING , fellow-citizens , to that qualification which the Constitution requires before my entrance on the charge again conferred on me , it is my duty to express the deep sense I entertain of this new proof of confidence from my fellow-citizens at large , and the zeal with which it inspires me so to conduct myself as may best satisfy their just expectations .",18,16
14,entrance,7.0,2.0,1.0,NN,nmod:before,4.0,4.0,4.0,4.0,-3.0,1,"PROCEEDING , fellow-citizens , to that qualification which the Constitution requires before my entrance on the charge again conferred on me , it is my duty to express the deep sense I entertain of this new proof of confidence from my fellow-citizens at large , and the zeal with which it inspires me so to conduct myself as may best satisfy their just expectations .",18,16
15,on,2.0,1.0,1.0,IN,case,5.0,5.0,4.0,5.0,-3.75,1,"PROCEEDING , fellow-citizens , to that qualification which the Constitution requires before my entrance on the charge again conferred on me , it is my duty to express the deep sense I entertain of this new proof of confidence from my fellow-citizens at large , and the zeal with which it inspires me so to conduct myself as may best satisfy their just expectations .",18,16
16,the,2.0,1.0,0.0,DT,det,5.0,5.0,5.0,5.0,-4.0,1,"PROCEEDING , fellow-citizens , to that qualification which the Constitution requires before my entrance on the charge again conferred on me , it is my duty to express the deep sense I entertain of this new proof of confidence from my fellow-citizens at large , and the zeal with which it inspires me so to conduct myself as may best satisfy their just expectations .",18,16
17,charge,4.0,1.0,1.0,NN,nmod:on,3.0,3.0,3.0,3.0,-2.0,1,"PROCEEDING , fellow-citizens , to that qualification which the Constitution requires before my entrance on the charge again conferred on me , it is my duty to express the deep sense I entertain of this new proof of confidence from my fellow-citizens at large , and the zeal with which it inspires me so to conduct myself as may best satisfy their just expectations .",18,16
18,again,4.0,2.0,1.0,RB,advmod,3.0,3.0,3.0,3.0,-2.0,1,"PROCEEDING , fellow-citizens , to that qualification which the Constitution requires before my entrance on the charge again conferred on me , it is my duty to express the deep sense I entertain of this new proof of confidence from my fellow-citizens at large , and the zeal with which it inspires me so to conduct myself as may best satisfy their just expectations .",18,16
