widx,word,nseg,nsyll,nstress,pos,dep,m1a,m1b,m2a,m2b,mmean,sidx,sent,ambig1,ambig2
1,The,2.0,1.0,0.0,DT,det,5.0,5.0,5.0,5.0,-4.0,1,The four years which have elapsed since last I stood in this place have been crowded with counsel and action of the most vital interest and consequence .,10,10
2,four,3.0,1.0,1.0,CD,nummod,4.0,4.0,4.0,4.0,-3.0,1,The four years which have elapsed since last I stood in this place have been crowded with counsel and action of the most vital interest and consequence .,10,10
3,years,4.0,1.0,1.0,NNS,nsubj,3.0,3.0,3.0,3.0,-2.0,1,The four years which have elapsed since last I stood in this place have been crowded with counsel and action of the most vital interest and consequence .,10,10
4,which,3.0,1.0,1.0,WDT,ref,5.0,5.0,3.0,5.0,-3.5,1,The four years which have elapsed since last I stood in this place have been crowded with counsel and action of the most vital interest and consequence .,10,10
5,have,3.0,1.0,1.0,VBP,aux,4.0,4.0,3.0,4.0,-2.75,1,The four years which have elapsed since last I stood in this place have been crowded with counsel and action of the most vital interest and consequence .,10,10
6,elapsed,6.0,2.0,1.0,VBN,acl:relcl,3.0,3.0,3.0,3.0,-2.0,1,The four years which have elapsed since last I stood in this place have been crowded with counsel and action of the most vital interest and consequence .,10,10
7,since,4.0,1.0,1.0,IN,case,4.0,4.0,3.0,4.0,-2.75,1,The four years which have elapsed since last I stood in this place have been crowded with counsel and action of the most vital interest and consequence .,10,10
8,last,4.0,1.0,1.0,JJ,nmod:since,3.0,3.0,3.0,3.0,-2.0,1,The four years which have elapsed since last I stood in this place have been crowded with counsel and action of the most vital interest and consequence .,10,10
9,I,1.0,1.0,1.0,PRP,nsubj,5.0,5.0,3.0,5.0,-3.5,1,The four years which have elapsed since last I stood in this place have been crowded with counsel and action of the most vital interest and consequence .,10,10
10,stood,4.0,1.0,1.0,VBD,acl:relcl,3.0,3.0,3.0,3.0,-2.0,1,The four years which have elapsed since last I stood in this place have been crowded with counsel and action of the most vital interest and consequence .,10,10
11,in,2.0,1.0,0.0,IN,case,4.0,4.0,3.0,4.0,-2.75,1,The four years which have elapsed since last I stood in this place have been crowded with counsel and action of the most vital interest and consequence .,10,10
12,this,3.0,1.0,1.0,DT,det,4.0,4.0,3.0,4.0,-2.75,1,The four years which have elapsed since last I stood in this place have been crowded with counsel and action of the most vital interest and consequence .,10,10
13,place,4.0,1.0,1.0,NN,nmod:in,2.0,2.0,2.0,2.0,-1.0,1,The four years which have elapsed since last I stood in this place have been crowded with counsel and action of the most vital interest and consequence .,10,10
14,have,3.0,1.0,1.0,VBP,aux,3.0,3.0,2.0,3.0,-1.75,1,The four years which have elapsed since last I stood in this place have been crowded with counsel and action of the most vital interest and consequence .,10,10
15,been,3.0,1.0,1.0,VBN,auxpass,3.0,3.0,2.0,3.0,-1.75,1,The four years which have elapsed since last I stood in this place have been crowded with counsel and action of the most vital interest and consequence .,10,10
16,crowded,6.0,2.0,1.0,VBN,root,2.0,2.0,2.0,2.0,-1.0,1,The four years which have elapsed since last I stood in this place have been crowded with counsel and action of the most vital interest and consequence .,10,10
17,with,3.0,1.0,1.0,IN,case,3.0,3.0,2.0,3.0,-1.75,1,The four years which have elapsed since last I stood in this place have been crowded with counsel and action of the most vital interest and consequence .,10,10
18,counsel,6.0,2.0,1.0,NN,nmod:with,3.0,3.0,3.0,3.0,-2.0,1,The four years which have elapsed since last I stood in this place have been crowded with counsel and action of the most vital interest and consequence .,10,10
19,and,3.0,1.0,1.0,CC,cc,4.0,4.0,4.0,4.0,-3.0,1,The four years which have elapsed since last I stood in this place have been crowded with counsel and action of the most vital interest and consequence .,10,10
20,action,5.0,2.0,1.0,NN,nmod:with,2.0,2.0,2.0,2.0,-1.0,1,The four years which have elapsed since last I stood in this place have been crowded with counsel and action of the most vital interest and consequence .,10,10
21,of,2.0,1.0,1.0,IN,case,3.0,3.0,2.0,3.0,-1.75,1,The four years which have elapsed since last I stood in this place have been crowded with counsel and action of the most vital interest and consequence .,10,10
22,the,2.0,1.0,0.0,DT,det,4.0,4.0,4.0,4.0,-3.0,1,The four years which have elapsed since last I stood in this place have been crowded with counsel and action of the most vital interest and consequence .,10,10
23,most,4.0,1.0,1.0,RBS,advmod,4.0,4.0,4.0,4.0,-3.0,1,The four years which have elapsed since last I stood in this place have been crowded with counsel and action of the most vital interest and consequence .,10,10
24,vital,5.0,2.0,1.0,JJ,amod,3.0,3.0,3.0,3.0,-2.0,1,The four years which have elapsed since last I stood in this place have been crowded with counsel and action of the most vital interest and consequence .,10,10
25,interest,7.0,2.0,1.0,NN,nmod:of,2.0,2.0,2.0,2.0,-1.0,1,The four years which have elapsed since last I stood in this place have been crowded with counsel and action of the most vital interest and consequence .,10,10
26,and,3.0,1.0,1.0,CC,cc,3.0,3.0,3.0,3.0,-2.0,1,The four years which have elapsed since last I stood in this place have been crowded with counsel and action of the most vital interest and consequence .,10,10
27,consequence,10.0,3.0,1.0,NN,nmod:of,1.0,1.0,1.0,1.0,0.0,1,The four years which have elapsed since last I stood in this place have been crowded with counsel and action of the most vital interest and consequence .,10,10
28,.,,,,.,,,,,,,1,The four years which have elapsed since last I stood in this place have been crowded with counsel and action of the most vital interest and consequence .,10,10
1,Perhaps,6.0,2.0,1.0,RB,advmod,2.0,2.0,2.0,2.0,-1.0,2,Perhaps no equal period in our history has been so fruitful of important reforms in our economic and industrial life or so full of significant changes in the spirit and purpose of our political action .,8,8
2,no,2.0,1.0,1.0,DT,neg,5.0,5.0,5.0,5.0,-4.0,2,Perhaps no equal period in our history has been so fruitful of important reforms in our economic and industrial life or so full of significant changes in the spirit and purpose of our political action .,8,8
3,equal,5.0,2.0,1.0,JJ,amod,4.0,4.0,4.0,4.0,-3.0,2,Perhaps no equal period in our history has been so fruitful of important reforms in our economic and industrial life or so full of significant changes in the spirit and purpose of our political action .,8,8
4,period,6.0,3.0,1.0,NN,nsubj,3.0,3.0,3.0,3.0,-2.0,2,Perhaps no equal period in our history has been so fruitful of important reforms in our economic and industrial life or so full of significant changes in the spirit and purpose of our political action .,8,8
5,in,2.0,1.0,0.0,IN,case,4.0,4.0,3.0,4.0,-2.75,2,Perhaps no equal period in our history has been so fruitful of important reforms in our economic and industrial life or so full of significant changes in the spirit and purpose of our political action .,8,8
6,our,2.0,2.0,1.0,PRP$,nmod:poss,4.0,4.0,4.0,4.0,-3.0,2,Perhaps no equal period in our history has been so fruitful of important reforms in our economic and industrial life or so full of significant changes in the spirit and purpose of our political action .,8,8
7,history,6.0,3.0,1.0,NN,nmod:in,2.0,2.0,2.0,2.0,-1.0,2,Perhaps no equal period in our history has been so fruitful of important reforms in our economic and industrial life or so full of significant changes in the spirit and purpose of our political action .,8,8
8,has,3.0,1.0,1.0,VBZ,aux,3.0,3.0,2.0,3.0,-1.75,2,Perhaps no equal period in our history has been so fruitful of important reforms in our economic and industrial life or so full of significant changes in the spirit and purpose of our political action .,8,8
9,been,3.0,1.0,1.0,VBN,cop,3.0,3.0,2.0,3.0,-1.75,2,Perhaps no equal period in our history has been so fruitful of important reforms in our economic and industrial life or so full of significant changes in the spirit and purpose of our political action .,8,8
10,so,2.0,1.0,1.0,RB,advmod,4.0,4.0,4.0,4.0,-3.0,2,Perhaps no equal period in our history has been so fruitful of important reforms in our economic and industrial life or so full of significant changes in the spirit and purpose of our political action .,8,8
11,fruitful,7.0,2.0,1.0,JJ,root,4.0,4.0,4.0,4.0,-3.0,2,Perhaps no equal period in our history has been so fruitful of important reforms in our economic and industrial life or so full of significant changes in the spirit and purpose of our political action .,8,8
12,of,2.0,1.0,1.0,IN,case,5.0,5.0,4.0,5.0,-3.75,2,Perhaps no equal period in our history has been so fruitful of important reforms in our economic and industrial life or so full of significant changes in the spirit and purpose of our political action .,8,8
13,important,9.0,3.0,1.0,JJ,amod,5.0,5.0,5.0,5.0,-4.0,2,Perhaps no equal period in our history has been so fruitful of important reforms in our economic and industrial life or so full of significant changes in the spirit and purpose of our political action .,8,8
14,reforms,7.0,2.0,1.0,NNS,nmod:of,4.0,4.0,4.0,4.0,-3.0,2,Perhaps no equal period in our history has been so fruitful of important reforms in our economic and industrial life or so full of significant changes in the spirit and purpose of our political action .,8,8
15,in,2.0,1.0,0.0,IN,case,5.0,5.0,4.0,5.0,-3.75,2,Perhaps no equal period in our history has been so fruitful of important reforms in our economic and industrial life or so full of significant changes in the spirit and purpose of our political action .,8,8
16,our,2.0,2.0,1.0,PRP$,nmod:poss,5.0,5.0,5.0,5.0,-4.0,2,Perhaps no equal period in our history has been so fruitful of important reforms in our economic and industrial life or so full of significant changes in the spirit and purpose of our political action .,8,8
17,economic,8.0,4.0,2.0,JJ,amod,5.0,5.0,5.0,5.0,-4.0,2,Perhaps no equal period in our history has been so fruitful of important reforms in our economic and industrial life or so full of significant changes in the spirit and purpose of our political action .,8,8
18,and,3.0,1.0,1.0,CC,cc,6.0,6.0,6.0,6.0,-5.0,2,Perhaps no equal period in our history has been so fruitful of important reforms in our economic and industrial life or so full of significant changes in the spirit and purpose of our political action .,8,8
19,industrial,10.0,4.0,1.0,JJ,conj:and,4.0,4.0,4.0,4.0,-3.0,2,Perhaps no equal period in our history has been so fruitful of important reforms in our economic and industrial life or so full of significant changes in the spirit and purpose of our political action .,8,8
20,life,3.0,1.0,1.0,NN,nmod:in,3.0,3.0,3.0,3.0,-2.0,2,Perhaps no equal period in our history has been so fruitful of important reforms in our economic and industrial life or so full of significant changes in the spirit and purpose of our political action .,8,8
21,or,2.0,1.0,1.0,CC,cc,4.0,4.0,4.0,4.0,-3.0,2,Perhaps no equal period in our history has been so fruitful of important reforms in our economic and industrial life or so full of significant changes in the spirit and purpose of our political action .,8,8
22,so,2.0,1.0,1.0,RB,advmod,3.0,3.0,3.0,3.0,-2.0,2,Perhaps no equal period in our history has been so fruitful of important reforms in our economic and industrial life or so full of significant changes in the spirit and purpose of our political action .,8,8
23,full,3.0,1.0,1.0,JJ,conj:or,2.0,2.0,2.0,2.0,-1.0,2,Perhaps no equal period in our history has been so fruitful of important reforms in our economic and industrial life or so full of significant changes in the spirit and purpose of our political action .,8,8
