widx,word,nseg,nsyll,nstress,pos,dep,m1a,m1b,m2a,m2b,mmean,sidx,sent,ambig1,ambig2
1,My,2.0,1.0,1.0,PRP$,nmod:poss,5.0,5.0,5.0,5.0,-4.0,1,"My friends , before I begin the expression of those thoughts that I deem appropriate to this moment , would you permit me the privilege of uttering a little private prayer of my own .",12,11
2,friends,6.0,1.0,1.0,NNS,nsubj,3.0,3.0,3.0,3.0,-2.0,1,"My friends , before I begin the expression of those thoughts that I deem appropriate to this moment , would you permit me the privilege of uttering a little private prayer of my own .",12,11
3,",",,,,",",,,,,,,1,"My friends , before I begin the expression of those thoughts that I deem appropriate to this moment , would you permit me the privilege of uttering a little private prayer of my own .",12,11
4,before,5.0,2.0,1.0,IN,mark,4.0,4.0,4.0,4.0,-3.0,1,"My friends , before I begin the expression of those thoughts that I deem appropriate to this moment , would you permit me the privilege of uttering a little private prayer of my own .",12,11
5,I,1.0,1.0,1.0,PRP,nsubj,5.0,5.0,3.0,5.0,-3.5,1,"My friends , before I begin the expression of those thoughts that I deem appropriate to this moment , would you permit me the privilege of uttering a little private prayer of my own .",12,11
6,begin,5.0,2.0,1.0,VBP,acl,3.0,3.0,3.0,3.0,-2.0,1,"My friends , before I begin the expression of those thoughts that I deem appropriate to this moment , would you permit me the privilege of uttering a little private prayer of my own .",12,11
7,the,2.0,1.0,0.0,DT,det,6.0,6.0,6.0,6.0,-5.0,1,"My friends , before I begin the expression of those thoughts that I deem appropriate to this moment , would you permit me the privilege of uttering a little private prayer of my own .",12,11
8,expression,9.0,3.0,1.0,NN,dobj,4.0,4.0,4.0,4.0,-3.0,1,"My friends , before I begin the expression of those thoughts that I deem appropriate to this moment , would you permit me the privilege of uttering a little private prayer of my own .",12,11
9,of,2.0,1.0,1.0,IN,case,5.0,5.0,4.0,5.0,-3.75,1,"My friends , before I begin the expression of those thoughts that I deem appropriate to this moment , would you permit me the privilege of uttering a little private prayer of my own .",12,11
10,those,3.0,1.0,1.0,DT,det,5.0,5.0,4.0,5.0,-3.75,1,"My friends , before I begin the expression of those thoughts that I deem appropriate to this moment , would you permit me the privilege of uttering a little private prayer of my own .",12,11
11,thoughts,4.0,1.0,1.0,NNS,nmod:of,3.0,3.0,3.0,3.0,-2.0,1,"My friends , before I begin the expression of those thoughts that I deem appropriate to this moment , would you permit me the privilege of uttering a little private prayer of my own .",12,11
12,that,3.0,1.0,1.0,IN,mark,4.0,4.0,3.0,4.0,-2.75,1,"My friends , before I begin the expression of those thoughts that I deem appropriate to this moment , would you permit me the privilege of uttering a little private prayer of my own .",12,11
13,I,1.0,1.0,1.0,PRP,nsubj,5.0,5.0,3.0,5.0,-3.5,1,"My friends , before I begin the expression of those thoughts that I deem appropriate to this moment , would you permit me the privilege of uttering a little private prayer of my own .",12,11
14,deem,3.0,1.0,1.0,VBP,ccomp,3.0,3.0,3.0,3.0,-2.0,1,"My friends , before I begin the expression of those thoughts that I deem appropriate to this moment , would you permit me the privilege of uttering a little private prayer of my own .",12,11
15,appropriate,9.0,4.0,1.0,JJ,xcomp,3.0,3.0,3.0,3.0,-2.0,1,"My friends , before I begin the expression of those thoughts that I deem appropriate to this moment , would you permit me the privilege of uttering a little private prayer of my own .",12,11
16,to,2.0,1.0,1.0,TO,case,4.0,4.0,4.0,4.0,-3.0,1,"My friends , before I begin the expression of those thoughts that I deem appropriate to this moment , would you permit me the privilege of uttering a little private prayer of my own .",12,11
17,this,3.0,1.0,1.0,DT,det,4.0,4.0,3.0,4.0,-2.75,1,"My friends , before I begin the expression of those thoughts that I deem appropriate to this moment , would you permit me the privilege of uttering a little private prayer of my own .",12,11
18,moment,6.0,2.0,1.0,NN,nmod:to,2.0,2.0,2.0,2.0,-1.0,1,"My friends , before I begin the expression of those thoughts that I deem appropriate to this moment , would you permit me the privilege of uttering a little private prayer of my own .",12,11
19,",",,,,",",,,,,,,1,"My friends , before I begin the expression of those thoughts that I deem appropriate to this moment , would you permit me the privilege of uttering a little private prayer of my own .",12,11
20,would,3.0,1.0,1.0,MD,root,3.0,3.0,2.0,3.0,-1.75,1,"My friends , before I begin the expression of those thoughts that I deem appropriate to this moment , would you permit me the privilege of uttering a little private prayer of my own .",12,11
21,you,2.0,1.0,1.0,PRP,dobj,4.0,4.0,2.0,4.0,-2.5,1,"My friends , before I begin the expression of those thoughts that I deem appropriate to this moment , would you permit me the privilege of uttering a little private prayer of my own .",12,11
22,permit,5.0,2.0,1.0,VB,dep,2.0,2.0,2.0,2.0,-1.0,1,"My friends , before I begin the expression of those thoughts that I deem appropriate to this moment , would you permit me the privilege of uttering a little private prayer of my own .",12,11
23,me,2.0,1.0,1.0,PRP,iobj,4.0,4.0,2.0,4.0,-2.5,1,"My friends , before I begin the expression of those thoughts that I deem appropriate to this moment , would you permit me the privilege of uttering a little private prayer of my own .",12,11
24,the,2.0,1.0,0.0,DT,det,4.0,4.0,4.0,4.0,-3.0,1,"My friends , before I begin the expression of those thoughts that I deem appropriate to this moment , would you permit me the privilege of uttering a little private prayer of my own .",12,11
25,privilege,7.0,2.0,1.0,NN,dobj,2.0,2.0,2.0,2.0,-1.0,1,"My friends , before I begin the expression of those thoughts that I deem appropriate to this moment , would you permit me the privilege of uttering a little private prayer of my own .",12,11
26,of,2.0,1.0,1.0,IN,mark,3.0,3.0,2.0,3.0,-1.75,1,"My friends , before I begin the expression of those thoughts that I deem appropriate to this moment , would you permit me the privilege of uttering a little private prayer of my own .",12,11
27,uttering,5.0,3.0,1.0,VBG,acl,2.0,2.0,2.0,2.0,-1.0,1,"My friends , before I begin the expression of those thoughts that I deem appropriate to this moment , would you permit me the privilege of uttering a little private prayer of my own .",12,11
28,a,1.0,1.0,0.0,DT,det,4.0,4.0,4.0,4.0,-3.0,1,"My friends , before I begin the expression of those thoughts that I deem appropriate to this moment , would you permit me the privilege of uttering a little private prayer of my own .",12,11
29,little,5.0,2.0,1.0,JJ,amod,3.0,3.0,3.0,3.0,-2.0,1,"My friends , before I begin the expression of those thoughts that I deem appropriate to this moment , would you permit me the privilege of uttering a little private prayer of my own .",12,11
30,private,6.0,2.0,1.0,JJ,amod,3.0,3.0,3.0,3.0,-2.0,1,"My friends , before I begin the expression of those thoughts that I deem appropriate to this moment , would you permit me the privilege of uttering a little private prayer of my own .",12,11
31,prayer,4.0,1.0,1.0,NN,dobj,2.0,2.0,2.0,2.0,-1.0,1,"My friends , before I begin the expression of those thoughts that I deem appropriate to this moment , would you permit me the privilege of uttering a little private prayer of my own .",12,11
32,of,2.0,1.0,1.0,IN,case,3.0,3.0,2.0,3.0,-1.75,1,"My friends , before I begin the expression of those thoughts that I deem appropriate to this moment , would you permit me the privilege of uttering a little private prayer of my own .",12,11
