widx,word,nseg,nsyll,nstress,pos,dep,m1a,m1b,m2a,m2b,mmean,sidx,sent,ambig1,ambig2
1,Fellow-Citizens,,,,NNS,root,1.0,1.0,1.0,1.0,0.0,1,Fellow-Citizens :,0,0
2,:,,,,:,,,,,,,1,Fellow-Citizens :,0,0
1,The,2.0,1.0,0.0,DT,det,5.0,5.0,5.0,5.0,-4.0,2,"The will of the American people , expressed through their unsolicited suffrages , calls me before you to pass through the solemnities preparatory to taking upon myself the duties of President of the United States for another term .",11,8
2,will,3.0,1.0,1.0,NN,nsubj,3.0,3.0,3.0,3.0,-2.0,2,"The will of the American people , expressed through their unsolicited suffrages , calls me before you to pass through the solemnities preparatory to taking upon myself the duties of President of the United States for another term .",11,8
3,of,2.0,1.0,1.0,IN,case,5.0,5.0,4.0,5.0,-3.75,2,"The will of the American people , expressed through their unsolicited suffrages , calls me before you to pass through the solemnities preparatory to taking upon myself the duties of President of the United States for another term .",11,8
4,the,2.0,1.0,0.0,DT,det,5.0,5.0,5.0,5.0,-4.0,2,"The will of the American people , expressed through their unsolicited suffrages , calls me before you to pass through the solemnities preparatory to taking upon myself the duties of President of the United States for another term .",11,8
5,American,8.0,4.0,1.0,JJ,amod,4.0,4.0,4.0,4.0,-3.0,2,"The will of the American people , expressed through their unsolicited suffrages , calls me before you to pass through the solemnities preparatory to taking upon myself the duties of President of the United States for another term .",11,8
6,people,5.0,2.0,1.0,NNS,nmod:of,3.0,3.0,3.0,3.0,-2.0,2,"The will of the American people , expressed through their unsolicited suffrages , calls me before you to pass through the solemnities preparatory to taking upon myself the duties of President of the United States for another term .",11,8
7,",",,,,",",,,,,,,2,"The will of the American people , expressed through their unsolicited suffrages , calls me before you to pass through the solemnities preparatory to taking upon myself the duties of President of the United States for another term .",11,8
8,expressed,8.0,2.0,1.0,VBN,acl,3.0,3.0,3.0,3.0,-2.0,2,"The will of the American people , expressed through their unsolicited suffrages , calls me before you to pass through the solemnities preparatory to taking upon myself the duties of President of the United States for another term .",11,8
