widx,word,nseg,nsyll,nstress,pos,dep,m1a,m1b,m2a,m2b,mmean,sidx,sent,ambig1,ambig2
1,Fellow-Citizens,,,,NNS,root,1.0,1.0,1.0,1.0,0.0,1,Fellow-Citizens :,0,0
2,:,,,,:,,,,,,,1,Fellow-Citizens :,0,0
1,Under,4.0,2.0,1.0,IN,case,4.0,4.0,4.0,4.0,-3.0,2,Under Providence I have been called a second time to act as Executive over this great nation .,7,5
2,Providence,9.0,3.0,1.0,NNP,nmod:under,2.0,2.0,2.0,2.0,-1.0,2,Under Providence I have been called a second time to act as Executive over this great nation .,7,5
3,I,1.0,1.0,1.0,PRP,nsubjpass,4.0,4.0,2.0,4.0,-2.5,2,Under Providence I have been called a second time to act as Executive over this great nation .,7,5
4,have,3.0,1.0,1.0,VBP,aux,3.0,3.0,2.0,3.0,-1.75,2,Under Providence I have been called a second time to act as Executive over this great nation .,7,5
5,been,3.0,1.0,1.0,VBN,auxpass,3.0,3.0,2.0,3.0,-1.75,2,Under Providence I have been called a second time to act as Executive over this great nation .,7,5
6,called,4.0,1.0,1.0,VBN,root,2.0,2.0,2.0,2.0,-1.0,2,Under Providence I have been called a second time to act as Executive over this great nation .,7,5
7,a,1.0,1.0,0.0,DT,det,4.0,4.0,4.0,4.0,-3.0,2,Under Providence I have been called a second time to act as Executive over this great nation .,7,5
8,second,6.0,2.0,1.0,JJ,amod,3.0,3.0,3.0,3.0,-2.0,2,Under Providence I have been called a second time to act as Executive over this great nation .,7,5
9,time,3.0,1.0,1.0,NN,dobj,2.0,2.0,2.0,2.0,-1.0,2,Under Providence I have been called a second time to act as Executive over this great nation .,7,5
10,to,2.0,1.0,1.0,TO,mark,3.0,3.0,3.0,3.0,-2.0,2,Under Providence I have been called a second time to act as Executive over this great nation .,7,5
11,act,3.0,1.0,1.0,VB,advcl,2.0,2.0,2.0,2.0,-1.0,2,Under Providence I have been called a second time to act as Executive over this great nation .,7,5
12,as,2.0,1.0,1.0,IN,case,4.0,4.0,3.0,4.0,-2.75,2,Under Providence I have been called a second time to act as Executive over this great nation .,7,5
