widx,word,nseg,nsyll,nstress,pos,dep,m1a,m1b,m2a,m2b,mmean,sidx,sent,ambig1,ambig2
1,I,1.0,1.0,1.0,PRP,nsubj,4.0,4.0,2.0,4.0,-2.5,1,I am certain that my fellow Americans expect that on my induction into the Presidency I will address them with a candor and a decision which the present situation of our Nation impels .,12,11
2,am,2.0,1.0,1.0,VBP,cop,3.0,3.0,2.0,3.0,-1.75,1,I am certain that my fellow Americans expect that on my induction into the Presidency I will address them with a candor and a decision which the present situation of our Nation impels .,12,11
3,certain,5.0,2.0,1.0,JJ,root,2.0,2.0,2.0,2.0,-1.0,1,I am certain that my fellow Americans expect that on my induction into the Presidency I will address them with a candor and a decision which the present situation of our Nation impels .,12,11
4,that,3.0,1.0,1.0,IN,mark,3.0,3.0,2.0,3.0,-1.75,1,I am certain that my fellow Americans expect that on my induction into the Presidency I will address them with a candor and a decision which the present situation of our Nation impels .,12,11
5,my,2.0,1.0,1.0,PRP$,nmod:poss,4.0,4.0,4.0,4.0,-3.0,1,I am certain that my fellow Americans expect that on my induction into the Presidency I will address them with a candor and a decision which the present situation of our Nation impels .,12,11
6,fellow,4.0,2.0,1.0,JJ,amod,3.0,3.0,3.0,3.0,-2.0,1,I am certain that my fellow Americans expect that on my induction into the Presidency I will address them with a candor and a decision which the present situation of our Nation impels .,12,11
7,Americans,9.0,4.0,1.0,NNS,nsubj,2.0,2.0,2.0,2.0,-1.0,1,I am certain that my fellow Americans expect that on my induction into the Presidency I will address them with a candor and a decision which the present situation of our Nation impels .,12,11
8,expect,7.0,2.0,1.0,VBP,ccomp,2.0,2.0,2.0,2.0,-1.0,1,I am certain that my fellow Americans expect that on my induction into the Presidency I will address them with a candor and a decision which the present situation of our Nation impels .,12,11
9,that,3.0,1.0,1.0,IN,mark,3.0,3.0,2.0,3.0,-1.75,1,I am certain that my fellow Americans expect that on my induction into the Presidency I will address them with a candor and a decision which the present situation of our Nation impels .,12,11
10,on,2.0,1.0,1.0,IN,case,4.0,4.0,3.0,4.0,-2.75,1,I am certain that my fellow Americans expect that on my induction into the Presidency I will address them with a candor and a decision which the present situation of our Nation impels .,12,11
11,my,2.0,1.0,1.0,PRP$,nmod:poss,5.0,5.0,5.0,5.0,-4.0,1,I am certain that my fellow Americans expect that on my induction into the Presidency I will address them with a candor and a decision which the present situation of our Nation impels .,12,11
12,induction,8.0,3.0,1.0,NN,nmod:on,3.0,3.0,3.0,3.0,-2.0,1,I am certain that my fellow Americans expect that on my induction into the Presidency I will address them with a candor and a decision which the present situation of our Nation impels .,12,11
13,into,4.0,2.0,1.0,IN,case,4.0,4.0,4.0,4.0,-3.0,1,I am certain that my fellow Americans expect that on my induction into the Presidency I will address them with a candor and a decision which the present situation of our Nation impels .,12,11
14,the,2.0,1.0,0.0,DT,det,4.0,4.0,4.0,4.0,-3.0,1,I am certain that my fellow Americans expect that on my induction into the Presidency I will address them with a candor and a decision which the present situation of our Nation impels .,12,11
15,Presidency,10.0,4.0,1.0,NNP,nmod:into,2.0,2.0,2.0,2.0,-1.0,1,I am certain that my fellow Americans expect that on my induction into the Presidency I will address them with a candor and a decision which the present situation of our Nation impels .,12,11
16,I,1.0,1.0,1.0,PRP,nsubj,4.0,4.0,2.0,4.0,-2.5,1,I am certain that my fellow Americans expect that on my induction into the Presidency I will address them with a candor and a decision which the present situation of our Nation impels .,12,11
17,will,3.0,1.0,1.0,MD,aux,3.0,3.0,2.0,3.0,-1.75,1,I am certain that my fellow Americans expect that on my induction into the Presidency I will address them with a candor and a decision which the present situation of our Nation impels .,12,11
18,address,5.0,2.0,2.0,VB,ccomp,2.0,2.0,2.0,2.0,-1.0,1,I am certain that my fellow Americans expect that on my induction into the Presidency I will address them with a candor and a decision which the present situation of our Nation impels .,12,11
19,them,3.0,1.0,1.0,PRP,dobj,4.0,4.0,2.0,4.0,-2.5,1,I am certain that my fellow Americans expect that on my induction into the Presidency I will address them with a candor and a decision which the present situation of our Nation impels .,12,11
20,with,3.0,1.0,1.0,IN,case,3.0,3.0,2.0,3.0,-1.75,1,I am certain that my fellow Americans expect that on my induction into the Presidency I will address them with a candor and a decision which the present situation of our Nation impels .,12,11
21,a,1.0,1.0,0.0,DT,det,4.0,4.0,4.0,4.0,-3.0,1,I am certain that my fellow Americans expect that on my induction into the Presidency I will address them with a candor and a decision which the present situation of our Nation impels .,12,11
22,candor,5.0,2.0,1.0,NN,nmod:with,2.0,2.0,2.0,2.0,-1.0,1,I am certain that my fellow Americans expect that on my induction into the Presidency I will address them with a candor and a decision which the present situation of our Nation impels .,12,11
23,and,3.0,1.0,1.0,CC,cc,3.0,3.0,3.0,3.0,-2.0,1,I am certain that my fellow Americans expect that on my induction into the Presidency I will address them with a candor and a decision which the present situation of our Nation impels .,12,11
24,a,1.0,1.0,0.0,DT,det,4.0,4.0,4.0,4.0,-3.0,1,I am certain that my fellow Americans expect that on my induction into the Presidency I will address them with a candor and a decision which the present situation of our Nation impels .,12,11
25,decision,7.0,3.0,1.0,NN,nmod:with,2.0,2.0,2.0,2.0,-1.0,1,I am certain that my fellow Americans expect that on my induction into the Presidency I will address them with a candor and a decision which the present situation of our Nation impels .,12,11
26,which,3.0,1.0,1.0,WDT,ref,4.0,4.0,2.0,4.0,-2.5,1,I am certain that my fellow Americans expect that on my induction into the Presidency I will address them with a candor and a decision which the present situation of our Nation impels .,12,11
27,the,2.0,1.0,0.0,DT,det,5.0,5.0,5.0,5.0,-4.0,1,I am certain that my fellow Americans expect that on my induction into the Presidency I will address them with a candor and a decision which the present situation of our Nation impels .,12,11
28,present,7.0,2.0,1.0,JJ,amod,4.0,4.0,4.0,4.0,-3.0,1,I am certain that my fellow Americans expect that on my induction into the Presidency I will address them with a candor and a decision which the present situation of our Nation impels .,12,11
29,situation,8.0,4.0,2.0,NN,nsubj,3.0,3.0,3.0,3.0,-2.0,1,I am certain that my fellow Americans expect that on my induction into the Presidency I will address them with a candor and a decision which the present situation of our Nation impels .,12,11
30,of,2.0,1.0,1.0,IN,case,4.0,4.0,3.0,4.0,-2.75,1,I am certain that my fellow Americans expect that on my induction into the Presidency I will address them with a candor and a decision which the present situation of our Nation impels .,12,11
31,our,2.0,2.0,1.0,PRP$,nmod:poss,4.0,4.0,4.0,4.0,-3.0,1,I am certain that my fellow Americans expect that on my induction into the Presidency I will address them with a candor and a decision which the present situation of our Nation impels .,12,11
32,Nation,5.0,2.0,1.0,NN,nmod:of,2.0,2.0,2.0,2.0,-1.0,1,I am certain that my fellow Americans expect that on my induction into the Presidency I will address them with a candor and a decision which the present situation of our Nation impels .,12,11
33,impels,,,,VBZ,acl:relcl,1.0,1.0,1.0,1.0,0.0,1,I am certain that my fellow Americans expect that on my induction into the Presidency I will address them with a candor and a decision which the present situation of our Nation impels .,12,11
34,.,,,,.,,,,,,,1,I am certain that my fellow Americans expect that on my induction into the Presidency I will address them with a candor and a decision which the present situation of our Nation impels .,12,11
1,-LSB-,,,,NNP,compound,3.0,3.0,3.0,3.0,-2.0,2,"-LSB- See APP note , below . -RSB-",0,0
2,See,2.0,1.0,1.0,NNP,compound,2.0,2.0,2.0,2.0,-1.0,2,"-LSB- See APP note , below . -RSB-",0,0
3,APP,2.0,1.0,1.0,NNP,root,3.0,3.0,3.0,3.0,-2.0,2,"-LSB- See APP note , below . -RSB-",0,0
4,note,3.0,1.0,1.0,NN,dep,2.0,2.0,2.0,2.0,-1.0,2,"-LSB- See APP note , below . -RSB-",0,0
5,",",,,,",",,,,,,,2,"-LSB- See APP note , below . -RSB-",0,0
6,below,4.0,2.0,1.0,RB,advmod,2.0,2.0,2.0,2.0,-1.0,2,"-LSB- See APP note , below . -RSB-",0,0
7,.,,,,.,,,,,,,2,"-LSB- See APP note , below . -RSB-",0,0
