widx,word,nseg,nsyll,nstress,pos,dep,m1a,m1b,m2a,m2b,mmean,sidx,sent,ambig1,ambig2
1,My,2.0,1.0,1.0,PRP$,nmod:poss,4.0,4.0,4.0,4.0,-3.0,1,"My fellow citizens , I stand here today humbled by the task before us , grateful for the trust you have bestowed , mindful of the sacrifices borne by our ancestors .",9,8
2,fellow,4.0,2.0,1.0,JJ,amod,3.0,3.0,3.0,3.0,-2.0,1,"My fellow citizens , I stand here today humbled by the task before us , grateful for the trust you have bestowed , mindful of the sacrifices borne by our ancestors .",9,8
3,citizens,8.0,3.0,1.0,NNS,nsubj,2.0,2.0,2.0,2.0,-1.0,1,"My fellow citizens , I stand here today humbled by the task before us , grateful for the trust you have bestowed , mindful of the sacrifices borne by our ancestors .",9,8
4,",",,,,",",,,,,,,1,"My fellow citizens , I stand here today humbled by the task before us , grateful for the trust you have bestowed , mindful of the sacrifices borne by our ancestors .",9,8
5,I,1.0,1.0,1.0,PRP,nsubj,5.0,5.0,3.0,5.0,-3.5,1,"My fellow citizens , I stand here today humbled by the task before us , grateful for the trust you have bestowed , mindful of the sacrifices borne by our ancestors .",9,8
6,stand,5.0,1.0,1.0,VBP,parataxis,3.0,3.0,3.0,3.0,-2.0,1,"My fellow citizens , I stand here today humbled by the task before us , grateful for the trust you have bestowed , mindful of the sacrifices borne by our ancestors .",9,8
7,here,3.0,1.0,1.0,RB,advmod,4.0,4.0,4.0,4.0,-3.0,1,"My fellow citizens , I stand here today humbled by the task before us , grateful for the trust you have bestowed , mindful of the sacrifices borne by our ancestors .",9,8
8,today,4.0,2.0,1.0,NN,nsubj,3.0,3.0,3.0,3.0,-2.0,1,"My fellow citizens , I stand here today humbled by the task before us , grateful for the trust you have bestowed , mindful of the sacrifices borne by our ancestors .",9,8
9,humbled,7.0,2.0,1.0,VBN,ccomp,3.0,3.0,3.0,3.0,-2.0,1,"My fellow citizens , I stand here today humbled by the task before us , grateful for the trust you have bestowed , mindful of the sacrifices borne by our ancestors .",9,8
10,by,2.0,1.0,1.0,IN,case,5.0,5.0,4.0,5.0,-3.75,1,"My fellow citizens , I stand here today humbled by the task before us , grateful for the trust you have bestowed , mindful of the sacrifices borne by our ancestors .",9,8
11,the,2.0,1.0,0.0,DT,det,5.0,5.0,5.0,5.0,-4.0,1,"My fellow citizens , I stand here today humbled by the task before us , grateful for the trust you have bestowed , mindful of the sacrifices borne by our ancestors .",9,8
12,task,4.0,1.0,1.0,NN,nmod:by,3.0,3.0,3.0,3.0,-2.0,1,"My fellow citizens , I stand here today humbled by the task before us , grateful for the trust you have bestowed , mindful of the sacrifices borne by our ancestors .",9,8
13,before,5.0,2.0,1.0,IN,case,5.0,5.0,5.0,5.0,-4.0,1,"My fellow citizens , I stand here today humbled by the task before us , grateful for the trust you have bestowed , mindful of the sacrifices borne by our ancestors .",9,8
14,us,2.0,1.0,1.0,PRP,nmod:before,6.0,6.0,3.0,6.0,-4.25,1,"My fellow citizens , I stand here today humbled by the task before us , grateful for the trust you have bestowed , mindful of the sacrifices borne by our ancestors .",9,8
15,",",,,,",",,,,,,,1,"My fellow citizens , I stand here today humbled by the task before us , grateful for the trust you have bestowed , mindful of the sacrifices borne by our ancestors .",9,8
16,grateful,7.0,2.0,1.0,JJ,dep,4.0,4.0,4.0,4.0,-3.0,1,"My fellow citizens , I stand here today humbled by the task before us , grateful for the trust you have bestowed , mindful of the sacrifices borne by our ancestors .",9,8
17,for,3.0,1.0,1.0,IN,case,5.0,5.0,4.0,5.0,-3.75,1,"My fellow citizens , I stand here today humbled by the task before us , grateful for the trust you have bestowed , mindful of the sacrifices borne by our ancestors .",9,8
18,the,2.0,1.0,0.0,DT,det,5.0,5.0,5.0,5.0,-4.0,1,"My fellow citizens , I stand here today humbled by the task before us , grateful for the trust you have bestowed , mindful of the sacrifices borne by our ancestors .",9,8
19,trust,5.0,1.0,1.0,NN,nmod:for,3.0,3.0,3.0,3.0,-2.0,1,"My fellow citizens , I stand here today humbled by the task before us , grateful for the trust you have bestowed , mindful of the sacrifices borne by our ancestors .",9,8
20,you,2.0,1.0,1.0,PRP,nsubj,5.0,5.0,3.0,5.0,-3.5,1,"My fellow citizens , I stand here today humbled by the task before us , grateful for the trust you have bestowed , mindful of the sacrifices borne by our ancestors .",9,8
21,have,3.0,1.0,1.0,VBP,aux,4.0,4.0,3.0,4.0,-2.75,1,"My fellow citizens , I stand here today humbled by the task before us , grateful for the trust you have bestowed , mindful of the sacrifices borne by our ancestors .",9,8
