widx,word,nseg,nsyll,nstress,pos,dep,m1a,m1b,m2a,m2b,mmean,sidx,sent,ambig1,ambig2
1,On,2.0,1.0,1.0,IN,case,4.0,4.0,3.0,4.0,-2.75,1,"On each national day of Inauguration since 1789 , the people have renewed their sense of dedication to the United States .",5,5
2,each,2.0,1.0,1.0,DT,det,5.0,5.0,5.0,5.0,-4.0,1,"On each national day of Inauguration since 1789 , the people have renewed their sense of dedication to the United States .",5,5
3,national,7.0,3.0,1.0,JJ,amod,4.0,4.0,4.0,4.0,-3.0,1,"On each national day of Inauguration since 1789 , the people have renewed their sense of dedication to the United States .",5,5
4,day,2.0,1.0,1.0,NN,nmod:on,3.0,3.0,3.0,3.0,-2.0,1,"On each national day of Inauguration since 1789 , the people have renewed their sense of dedication to the United States .",5,5
5,of,2.0,1.0,1.0,IN,case,4.0,4.0,3.0,4.0,-2.75,1,"On each national day of Inauguration since 1789 , the people have renewed their sense of dedication to the United States .",5,5
6,Inauguration,10.0,5.0,2.0,NNP,nmod:of,3.0,3.0,3.0,3.0,-2.0,1,"On each national day of Inauguration since 1789 , the people have renewed their sense of dedication to the United States .",5,5
7,since,4.0,1.0,1.0,IN,case,4.0,4.0,3.0,4.0,-2.75,1,"On each national day of Inauguration since 1789 , the people have renewed their sense of dedication to the United States .",5,5
8,1789,,,,CD,nmod:since,2.0,2.0,2.0,2.0,-1.0,1,"On each national day of Inauguration since 1789 , the people have renewed their sense of dedication to the United States .",5,5
9,",",,,,",",,,,,,,1,"On each national day of Inauguration since 1789 , the people have renewed their sense of dedication to the United States .",5,5
10,the,2.0,1.0,0.0,DT,det,4.0,4.0,4.0,4.0,-3.0,1,"On each national day of Inauguration since 1789 , the people have renewed their sense of dedication to the United States .",5,5
11,people,5.0,2.0,1.0,NNS,nsubj,2.0,2.0,2.0,2.0,-1.0,1,"On each national day of Inauguration since 1789 , the people have renewed their sense of dedication to the United States .",5,5
12,have,3.0,1.0,1.0,VBP,aux,3.0,3.0,2.0,3.0,-1.75,1,"On each national day of Inauguration since 1789 , the people have renewed their sense of dedication to the United States .",5,5
13,renewed,5.0,2.0,1.0,VBN,root,2.0,2.0,2.0,2.0,-1.0,1,"On each national day of Inauguration since 1789 , the people have renewed their sense of dedication to the United States .",5,5
14,their,3.0,1.0,1.0,PRP$,nmod:poss,5.0,5.0,5.0,5.0,-4.0,1,"On each national day of Inauguration since 1789 , the people have renewed their sense of dedication to the United States .",5,5
15,sense,4.0,1.0,1.0,NN,dobj,3.0,3.0,3.0,3.0,-2.0,1,"On each national day of Inauguration since 1789 , the people have renewed their sense of dedication to the United States .",5,5
16,of,2.0,1.0,1.0,IN,case,4.0,4.0,3.0,4.0,-2.75,1,"On each national day of Inauguration since 1789 , the people have renewed their sense of dedication to the United States .",5,5
17,dedication,9.0,4.0,2.0,NN,nmod:of,2.0,2.0,2.0,2.0,-1.0,1,"On each national day of Inauguration since 1789 , the people have renewed their sense of dedication to the United States .",5,5
18,to,2.0,1.0,1.0,TO,case,3.0,3.0,3.0,3.0,-2.0,1,"On each national day of Inauguration since 1789 , the people have renewed their sense of dedication to the United States .",5,5
19,the,2.0,1.0,0.0,DT,det,3.0,3.0,3.0,3.0,-2.0,1,"On each national day of Inauguration since 1789 , the people have renewed their sense of dedication to the United States .",5,5
20,United,7.0,3.0,1.0,NNP,compound,1.0,1.0,1.0,1.0,0.0,1,"On each national day of Inauguration since 1789 , the people have renewed their sense of dedication to the United States .",5,5
