widx,word,nseg,nsyll,nstress,pos,dep,m1a,m1b,m2a,m2b,mmean,sidx,sent,ambig1,ambig2
1,Fellow-Citizens,,,,NNS,root,1.0,1.0,1.0,1.0,0.0,1,Fellow-Citizens :,0,0
2,:,,,,:,,,,,,,1,Fellow-Citizens :,0,0
1,In,2.0,1.0,0.0,IN,case,4.0,4.0,3.0,4.0,-2.75,2,In the presence of this vast assemblage of my countrymen I am about to supplement and seal by the oath which I shall take the manifestation of the will of a great and free people .,13,12
2,the,2.0,1.0,0.0,DT,det,5.0,5.0,5.0,5.0,-4.0,2,In the presence of this vast assemblage of my countrymen I am about to supplement and seal by the oath which I shall take the manifestation of the will of a great and free people .,13,12
3,presence,7.0,2.0,1.0,NN,nmod:in,3.0,3.0,3.0,3.0,-2.0,2,In the presence of this vast assemblage of my countrymen I am about to supplement and seal by the oath which I shall take the manifestation of the will of a great and free people .,13,12
4,of,2.0,1.0,1.0,IN,case,4.0,4.0,3.0,4.0,-2.75,2,In the presence of this vast assemblage of my countrymen I am about to supplement and seal by the oath which I shall take the manifestation of the will of a great and free people .,13,12
5,this,3.0,1.0,1.0,DT,det,5.0,5.0,4.0,5.0,-3.75,2,In the presence of this vast assemblage of my countrymen I am about to supplement and seal by the oath which I shall take the manifestation of the will of a great and free people .,13,12
6,vast,4.0,1.0,1.0,JJ,amod,4.0,4.0,4.0,4.0,-3.0,2,In the presence of this vast assemblage of my countrymen I am about to supplement and seal by the oath which I shall take the manifestation of the will of a great and free people .,13,12
7,assemblage,8.0,3.0,1.0,NN,nmod:of,3.0,3.0,3.0,3.0,-2.0,2,In the presence of this vast assemblage of my countrymen I am about to supplement and seal by the oath which I shall take the manifestation of the will of a great and free people .,13,12
8,of,2.0,1.0,1.0,IN,case,4.0,4.0,3.0,4.0,-2.75,2,In the presence of this vast assemblage of my countrymen I am about to supplement and seal by the oath which I shall take the manifestation of the will of a great and free people .,13,12
9,my,2.0,1.0,1.0,PRP$,nmod:poss,4.0,4.0,4.0,4.0,-3.0,2,In the presence of this vast assemblage of my countrymen I am about to supplement and seal by the oath which I shall take the manifestation of the will of a great and free people .,13,12
