widx,word,nseg,nsyll,nstress,pos,dep,m1a,m1b,m2a,m2b,mmean,sidx,sent,ambig1,ambig2
1,Fellow-Citizens,,,,NNS,root,2.0,2.0,2.0,2.0,-1.0,1,Fellow-Citizens of the Senate and of the House of Representatives :,3,3
2,of,2.0,1.0,1.0,IN,case,4.0,4.0,3.0,4.0,-2.75,1,Fellow-Citizens of the Senate and of the House of Representatives :,3,3
3,the,2.0,1.0,0.0,DT,det,4.0,4.0,4.0,4.0,-3.0,1,Fellow-Citizens of the Senate and of the House of Representatives :,3,3
4,Senate,5.0,2.0,1.0,NNP,nmod:of,2.0,2.0,2.0,2.0,-1.0,1,Fellow-Citizens of the Senate and of the House of Representatives :,3,3
5,and,3.0,1.0,1.0,CC,cc,4.0,4.0,4.0,4.0,-3.0,1,Fellow-Citizens of the Senate and of the House of Representatives :,3,3
6,of,2.0,1.0,1.0,IN,case,4.0,4.0,3.0,4.0,-2.75,1,Fellow-Citizens of the Senate and of the House of Representatives :,3,3
7,the,2.0,1.0,0.0,DT,det,4.0,4.0,4.0,4.0,-3.0,1,Fellow-Citizens of the Senate and of the House of Representatives :,3,3
8,House,3.0,1.0,1.0,NNP,nmod:of,2.0,2.0,2.0,2.0,-1.0,1,Fellow-Citizens of the Senate and of the House of Representatives :,3,3
9,of,2.0,1.0,1.0,IN,case,3.0,3.0,2.0,3.0,-1.75,1,Fellow-Citizens of the Senate and of the House of Representatives :,3,3
10,Representatives,14.0,5.0,2.0,NNPS,nmod:of,1.0,1.0,1.0,1.0,0.0,1,Fellow-Citizens of the Senate and of the House of Representatives :,3,3
11,:,,,,:,,,,,,,1,Fellow-Citizens of the Senate and of the House of Representatives :,3,3
1,Among,4.0,2.0,1.0,IN,case,4.0,4.0,4.0,4.0,-3.0,2,"Among the vicissitudes incident to life no event could have filled me with greater anxieties than that of which the notification was transmitted by your order , and received on the 14th day of the present month .",13,12
2,the,2.0,1.0,0.0,DT,det,5.0,5.0,5.0,5.0,-4.0,2,"Among the vicissitudes incident to life no event could have filled me with greater anxieties than that of which the notification was transmitted by your order , and received on the 14th day of the present month .",13,12
3,vicissitudes,10.0,4.0,1.0,JJ,amod,4.0,4.0,4.0,4.0,-3.0,2,"Among the vicissitudes incident to life no event could have filled me with greater anxieties than that of which the notification was transmitted by your order , and received on the 14th day of the present month .",13,12
4,incident,8.0,3.0,1.0,NN,nmod:among,3.0,3.0,3.0,3.0,-2.0,2,"Among the vicissitudes incident to life no event could have filled me with greater anxieties than that of which the notification was transmitted by your order , and received on the 14th day of the present month .",13,12
5,to,2.0,1.0,1.0,TO,case,4.0,4.0,4.0,4.0,-3.0,2,"Among the vicissitudes incident to life no event could have filled me with greater anxieties than that of which the notification was transmitted by your order , and received on the 14th day of the present month .",13,12
6,life,3.0,1.0,1.0,NN,nmod:to,2.0,2.0,2.0,2.0,-1.0,2,"Among the vicissitudes incident to life no event could have filled me with greater anxieties than that of which the notification was transmitted by your order , and received on the 14th day of the present month .",13,12
7,no,2.0,1.0,1.0,DT,neg,4.0,4.0,4.0,4.0,-3.0,2,"Among the vicissitudes incident to life no event could have filled me with greater anxieties than that of which the notification was transmitted by your order , and received on the 14th day of the present month .",13,12
8,event,5.0,2.0,1.0,NN,nsubj,2.0,2.0,2.0,2.0,-1.0,2,"Among the vicissitudes incident to life no event could have filled me with greater anxieties than that of which the notification was transmitted by your order , and received on the 14th day of the present month .",13,12
9,could,3.0,1.0,1.0,MD,aux,3.0,3.0,2.0,3.0,-1.75,2,"Among the vicissitudes incident to life no event could have filled me with greater anxieties than that of which the notification was transmitted by your order , and received on the 14th day of the present month .",13,12
10,have,3.0,1.0,1.0,VB,aux,3.0,3.0,2.0,3.0,-1.75,2,"Among the vicissitudes incident to life no event could have filled me with greater anxieties than that of which the notification was transmitted by your order , and received on the 14th day of the present month .",13,12
11,filled,4.0,1.0,1.0,VBN,root,2.0,2.0,2.0,2.0,-1.0,2,"Among the vicissitudes incident to life no event could have filled me with greater anxieties than that of which the notification was transmitted by your order , and received on the 14th day of the present month .",13,12
12,me,2.0,1.0,1.0,PRP,dobj,4.0,4.0,2.0,4.0,-2.5,2,"Among the vicissitudes incident to life no event could have filled me with greater anxieties than that of which the notification was transmitted by your order , and received on the 14th day of the present month .",13,12
13,with,3.0,1.0,1.0,IN,case,3.0,3.0,2.0,3.0,-1.75,2,"Among the vicissitudes incident to life no event could have filled me with greater anxieties than that of which the notification was transmitted by your order , and received on the 14th day of the present month .",13,12
14,greater,5.0,2.0,1.0,JJR,amod,3.0,3.0,3.0,3.0,-2.0,2,"Among the vicissitudes incident to life no event could have filled me with greater anxieties than that of which the notification was transmitted by your order , and received on the 14th day of the present month .",13,12
15,anxieties,8.0,4.0,1.0,NNS,nmod:with,2.0,2.0,2.0,2.0,-1.0,2,"Among the vicissitudes incident to life no event could have filled me with greater anxieties than that of which the notification was transmitted by your order , and received on the 14th day of the present month .",13,12
16,than,3.0,1.0,1.0,IN,case,3.0,3.0,2.0,3.0,-1.75,2,"Among the vicissitudes incident to life no event could have filled me with greater anxieties than that of which the notification was transmitted by your order , and received on the 14th day of the present month .",13,12
17,that,3.0,1.0,1.0,DT,nmod:than,4.0,4.0,2.0,4.0,-2.5,2,"Among the vicissitudes incident to life no event could have filled me with greater anxieties than that of which the notification was transmitted by your order , and received on the 14th day of the present month .",13,12
18,of,2.0,1.0,1.0,IN,case,4.0,4.0,3.0,4.0,-2.75,2,"Among the vicissitudes incident to life no event could have filled me with greater anxieties than that of which the notification was transmitted by your order , and received on the 14th day of the present month .",13,12
19,which,3.0,1.0,1.0,WDT,ref,5.0,5.0,2.0,5.0,-3.25,2,"Among the vicissitudes incident to life no event could have filled me with greater anxieties than that of which the notification was transmitted by your order , and received on the 14th day of the present month .",13,12
20,the,2.0,1.0,0.0,DT,det,4.0,4.0,4.0,4.0,-3.0,2,"Among the vicissitudes incident to life no event could have filled me with greater anxieties than that of which the notification was transmitted by your order , and received on the 14th day of the present month .",13,12
21,notification,11.0,5.0,2.0,NN,nsubjpass,2.0,2.0,2.0,2.0,-1.0,2,"Among the vicissitudes incident to life no event could have filled me with greater anxieties than that of which the notification was transmitted by your order , and received on the 14th day of the present month .",13,12
