widx,word,nseg,nsyll,nstress,pos,dep,m1a,m1b,m2a,m2b,mmean,sidx,sent,ambig1,ambig2
1,Fellow-Citizens,,,,NNS,root,1.0,1.0,1.0,1.0,0.0,1,Fellow-Citizens :,0,0
2,:,,,,:,,,,,,,1,Fellow-Citizens :,0,0
1,I,1.0,1.0,1.0,PRP,nsubj,4.0,4.0,2.0,4.0,-2.5,2,"I shall not attempt to describe the grateful emotions which the new and very distinguished proof of the confidence of my fellow-citizens , evinced by my reelection to this high trust , has excited in my bosom .",10,10
2,shall,3.0,1.0,1.0,MD,aux,3.0,3.0,2.0,3.0,-1.75,2,"I shall not attempt to describe the grateful emotions which the new and very distinguished proof of the confidence of my fellow-citizens , evinced by my reelection to this high trust , has excited in my bosom .",10,10
3,not,3.0,1.0,1.0,RB,neg,3.0,3.0,2.0,3.0,-1.75,2,"I shall not attempt to describe the grateful emotions which the new and very distinguished proof of the confidence of my fellow-citizens , evinced by my reelection to this high trust , has excited in my bosom .",10,10
4,attempt,6.0,2.0,1.0,VB,root,2.0,2.0,2.0,2.0,-1.0,2,"I shall not attempt to describe the grateful emotions which the new and very distinguished proof of the confidence of my fellow-citizens , evinced by my reelection to this high trust , has excited in my bosom .",10,10
5,to,2.0,1.0,1.0,TO,mark,3.0,3.0,3.0,3.0,-2.0,2,"I shall not attempt to describe the grateful emotions which the new and very distinguished proof of the confidence of my fellow-citizens , evinced by my reelection to this high trust , has excited in my bosom .",10,10
6,describe,7.0,2.0,1.0,VB,xcomp,2.0,2.0,2.0,2.0,-1.0,2,"I shall not attempt to describe the grateful emotions which the new and very distinguished proof of the confidence of my fellow-citizens , evinced by my reelection to this high trust , has excited in my bosom .",10,10
7,the,2.0,1.0,0.0,DT,det,4.0,4.0,4.0,4.0,-3.0,2,"I shall not attempt to describe the grateful emotions which the new and very distinguished proof of the confidence of my fellow-citizens , evinced by my reelection to this high trust , has excited in my bosom .",10,10
8,grateful,7.0,2.0,1.0,JJ,amod,3.0,3.0,3.0,3.0,-2.0,2,"I shall not attempt to describe the grateful emotions which the new and very distinguished proof of the confidence of my fellow-citizens , evinced by my reelection to this high trust , has excited in my bosom .",10,10
