widx,word,nseg,nsyll,nstress,pos,dep,m1a,m1b,m2a,m2b,mmean,sidx,sent,ambig1,ambig2
1,Fellow-Citizens,,,,NNS,root,1.0,1.0,1.0,1.0,0.0,1,Fellow-Citizens :,0,0
2,:,,,,:,,,,,,,1,Fellow-Citizens :,0,0
1,In,2.0,1.0,0.0,IN,case,4.0,4.0,3.0,4.0,-2.75,2,"In obedience to the will of the people , and in their presence , by the authority vested in me by this oath , I assume the arduous and responsible duties of President of the United States , relying upon the support of my countrymen and invoking the guidance of Almighty God .",14,13
2,obedience,8.0,4.0,1.0,NN,conj:and,3.0,3.0,3.0,3.0,-2.0,2,"In obedience to the will of the people , and in their presence , by the authority vested in me by this oath , I assume the arduous and responsible duties of President of the United States , relying upon the support of my countrymen and invoking the guidance of Almighty God .",14,13
3,to,2.0,1.0,1.0,TO,conj:and,5.0,5.0,5.0,5.0,-4.0,2,"In obedience to the will of the people , and in their presence , by the authority vested in me by this oath , I assume the arduous and responsible duties of President of the United States , relying upon the support of my countrymen and invoking the guidance of Almighty God .",14,13
4,the,2.0,1.0,0.0,DT,nmod:in,6.0,6.0,6.0,6.0,-5.0,2,"In obedience to the will of the people , and in their presence , by the authority vested in me by this oath , I assume the arduous and responsible duties of President of the United States , relying upon the support of my countrymen and invoking the guidance of Almighty God .",14,13
5,will,3.0,1.0,1.0,NN,nmod:in,4.0,4.0,4.0,4.0,-3.0,2,"In obedience to the will of the people , and in their presence , by the authority vested in me by this oath , I assume the arduous and responsible duties of President of the United States , relying upon the support of my countrymen and invoking the guidance of Almighty God .",14,13
6,of,2.0,1.0,1.0,IN,nmod:in,5.0,5.0,4.0,5.0,-3.75,2,"In obedience to the will of the people , and in their presence , by the authority vested in me by this oath , I assume the arduous and responsible duties of President of the United States , relying upon the support of my countrymen and invoking the guidance of Almighty God .",14,13
7,the,2.0,1.0,0.0,DT,case,5.0,5.0,5.0,5.0,-4.0,2,"In obedience to the will of the people , and in their presence , by the authority vested in me by this oath , I assume the arduous and responsible duties of President of the United States , relying upon the support of my countrymen and invoking the guidance of Almighty God .",14,13
8,people,5.0,2.0,1.0,NNS,det,4.0,4.0,4.0,4.0,-3.0,2,"In obedience to the will of the people , and in their presence , by the authority vested in me by this oath , I assume the arduous and responsible duties of President of the United States , relying upon the support of my countrymen and invoking the guidance of Almighty God .",14,13
