widx,word,nseg,nsyll,nstress,pos,dep,m1a,m1b,m2a,m2b,mmean,sidx,sent,ambig1,ambig2
1,About,4.0,2.0,1.0,IN,case,4.0,4.0,4.0,4.0,-3.0,1,"About to add the solemnity of an oath to the obligations imposed by a second call to the station in which my country heretofore placed me , I find in the presence of this respectable assembly an opportunity of publicly repeating my profound sense of so distinguished a confidence and of the responsibility united with it .",14,13
2,to,2.0,1.0,1.0,TO,mark,4.0,4.0,4.0,4.0,-3.0,1,"About to add the solemnity of an oath to the obligations imposed by a second call to the station in which my country heretofore placed me , I find in the presence of this respectable assembly an opportunity of publicly repeating my profound sense of so distinguished a confidence and of the responsibility united with it .",14,13
3,add,2.0,1.0,1.0,VB,advcl:about,3.0,3.0,3.0,3.0,-2.0,1,"About to add the solemnity of an oath to the obligations imposed by a second call to the station in which my country heretofore placed me , I find in the presence of this respectable assembly an opportunity of publicly repeating my profound sense of so distinguished a confidence and of the responsibility united with it .",14,13
4,the,2.0,1.0,0.0,DT,det,6.0,6.0,6.0,6.0,-5.0,1,"About to add the solemnity of an oath to the obligations imposed by a second call to the station in which my country heretofore placed me , I find in the presence of this respectable assembly an opportunity of publicly repeating my profound sense of so distinguished a confidence and of the responsibility united with it .",14,13
5,solemnity,9.0,4.0,1.0,NN,dobj,4.0,4.0,4.0,4.0,-3.0,1,"About to add the solemnity of an oath to the obligations imposed by a second call to the station in which my country heretofore placed me , I find in the presence of this respectable assembly an opportunity of publicly repeating my profound sense of so distinguished a confidence and of the responsibility united with it .",14,13
6,of,2.0,1.0,1.0,IN,case,5.0,5.0,4.0,5.0,-3.75,1,"About to add the solemnity of an oath to the obligations imposed by a second call to the station in which my country heretofore placed me , I find in the presence of this respectable assembly an opportunity of publicly repeating my profound sense of so distinguished a confidence and of the responsibility united with it .",14,13
7,an,2.0,1.0,1.0,DT,det,5.0,5.0,5.0,5.0,-4.0,1,"About to add the solemnity of an oath to the obligations imposed by a second call to the station in which my country heretofore placed me , I find in the presence of this respectable assembly an opportunity of publicly repeating my profound sense of so distinguished a confidence and of the responsibility united with it .",14,13
8,oath,2.0,1.0,1.0,NN,nmod:of,3.0,3.0,3.0,3.0,-2.0,1,"About to add the solemnity of an oath to the obligations imposed by a second call to the station in which my country heretofore placed me , I find in the presence of this respectable assembly an opportunity of publicly repeating my profound sense of so distinguished a confidence and of the responsibility united with it .",14,13
9,to,2.0,1.0,1.0,TO,case,4.0,4.0,4.0,4.0,-3.0,1,"About to add the solemnity of an oath to the obligations imposed by a second call to the station in which my country heretofore placed me , I find in the presence of this respectable assembly an opportunity of publicly repeating my profound sense of so distinguished a confidence and of the responsibility united with it .",14,13
10,the,2.0,1.0,0.0,DT,det,5.0,5.0,5.0,5.0,-4.0,1,"About to add the solemnity of an oath to the obligations imposed by a second call to the station in which my country heretofore placed me , I find in the presence of this respectable assembly an opportunity of publicly repeating my profound sense of so distinguished a confidence and of the responsibility united with it .",14,13
